timestamp,feedback,sentiment,urgency,emotion,category
2025-05-03T04:45:12,Average experience.,Neutral,Low,calm,Food Quality
2025-05-03T06:30:46,සේවාව බොහෝම අයහපත්.,Negative,Low,frustration,Customer Service
2025-05-03T06:33:26,බැරි ආයෙත් එන්න කියන්න.,Neutral,Medium,indifference,Cleanliness
2025-05-03T06:53:57,It was okay.,Neutral,Low,indifference,Delivery
2025-05-03T08:09:25,Worst food I've had in a long time.,Very Negative,Low,anger,Other
2025-05-03T08:15:18,நல்ல அனுபவம்.,Positive,Medium,joy,Food Quality
2025-05-03T09:50:18,අත්දැකීම සාමාන්‍යයෙන් හොඳයි.,Positive,Medium,joy,Delivery
2025-05-03T10:12:31,பணம் வீணாகிவிட்டது.,Very Negative,Low,frustration,Takeaway Issues
2025-05-03T11:43:18,Average experience.,Neutral,Low,calm,Delivery
2025-05-03T11:46:39,மீண்டும் வர மாட்டேன்.,Very Negative,Low,anger,Waiting Time
2025-05-03T14:34:31,නරකම අත්දැකීමක්.,Very Negative,Low,frustration,Takeaway Issues
2025-05-03T15:09:43,සේවාව බොහෝම අයහපත්.,Negative,High,frustration,Pricing
2025-05-03T15:49:35,Terrible experience. Waste of money.,Very Negative,Medium,frustration,Cleanliness
2025-05-03T16:01:43,Very disappointed with the service.,Very Negative,Low,frustration,Cleanliness
2025-05-03T16:55:50,නරකම අත්දැකීමක්.,Very Negative,Low,disappointment,Delivery
2025-05-03T19:15:08,It was okay.,Neutral,Medium,indifference,Customer Service
2025-05-03T19:44:26,Nice experience overall.,Positive,Medium,satisfaction,Takeaway Issues
2025-05-03T19:50:15,Terrible experience. Waste of money.,Very Negative,Low,anger,Takeaway Issues
2025-05-03T19:55:41,Worst food I've had in a long time.,Very Negative,Low,anger,Takeaway Issues
2025-05-03T20:09:00,Worst food I've had in a long time.,Very Negative,Medium,disappointment,Food Quality
2025-05-04T00:31:16,"Had a great time, thanks!",Positive,High,joy,Takeaway Issues
2025-05-04T00:44:38,Worst food I've had in a long time.,Very Negative,High,disappointment,Delivery
2025-05-04T01:14:25,பணம் வீணாகிவிட்டது.,Very Negative,Medium,frustration,Delivery
2025-05-04T03:53:36,මට බරපතල කණගාටුවක් තියෙනවා.,Very Negative,Medium,disappointment,Delivery
2025-05-04T05:02:14,மிக மோசமான அனுபவம்.,Very Negative,High,anger,Delivery
2025-05-04T05:38:57,Not what I expected.,Negative,Low,frustration,Delivery
2025-05-04T05:46:20,சராசரி அனுபவம்.,Neutral,Medium,indifference,Other
2025-05-04T07:12:18,සාමාන්‍යම හැමදේම.,Neutral,Medium,calm,Cleanliness
2025-05-04T07:13:17,விசேஷம் எதுவும் இல்லை.,Neutral,Low,calm,Waiting Time
2025-05-04T10:35:08,ආහාරය අඳුරු වුණා.,Negative,Low,disappointment,Pricing
2025-05-04T12:15:21,මට බරපතල කණගාටුවක් තියෙනවා.,Very Negative,Medium,disappointment,Food Quality
2025-05-04T12:48:32,Service was too slow.,Negative,Low,disappointment,Waiting Time
2025-05-04T12:56:41,It was okay.,Neutral,Medium,calm,Customer Service
2025-05-04T13:46:32,Nothing special to mention.,Neutral,Low,calm,Delivery
2025-05-04T14:41:29,Very disappointed with the service.,Very Negative,Low,anger,Takeaway Issues
2025-05-04T15:41:51,Very disappointed with the service.,Very Negative,Low,disappointment,Pricing
2025-05-04T16:28:30,Not what I expected.,Negative,Medium,disappointment,Cleanliness
2025-05-04T18:52:31,නරකම අත්දැකීමක්.,Very Negative,Low,anger,Customer Service
2025-05-04T19:52:59,Terrible experience. Waste of money.,Very Negative,Low,frustration,Delivery
2025-05-04T22:17:26,Not what I expected.,Negative,Low,frustration,Takeaway Issues
2025-05-04T22:22:53,සේවාව බොහෝම අයහපත්.,Negative,Low,frustration,Food Quality
2025-05-04T22:45:16,"சரி தான், ஆனால் சிறிது மேம்பாடு தேவை.",Positive,Low,joy,Food Quality
2025-05-05T00:58:17,නැවතත් එන්නෙ නෑ.,Very Negative,Low,disappointment,Delivery
2025-05-05T02:42:43,Food was cold on arrival.,Negative,Low,frustration,Food Quality
2025-05-05T02:56:24,නැවතත් එන්නෙ නෑ.,Very Negative,Low,disappointment,Cleanliness
2025-05-05T03:36:02,Worst food I've had in a long time.,Very Negative,Low,anger,Other
2025-05-05T03:40:58,Service was too slow.,Negative,Low,disappointment,Cleanliness
2025-05-05T04:56:54,Service was too slow.,Negative,Low,frustration,Takeaway Issues
2025-05-05T04:57:35,Worst food I've had in a long time.,Very Negative,Low,anger,Cleanliness
2025-05-05T05:45:02,பணம் வீணாகிவிட்டது.,Very Negative,Low,frustration,Cleanliness
2025-05-05T05:49:21,Terrible experience. Waste of money.,Very Negative,Low,disappointment,Takeaway Issues
2025-05-05T05:59:13,Very disappointed with the service.,Very Negative,Low,frustration,Cleanliness
2025-05-05T08:05:36,Not what I expected.,Negative,Low,disappointment,Cleanliness
2025-05-05T11:40:40,"Had a great time, thanks!",Positive,High,satisfaction,Food Quality
2025-05-05T12:27:23,Nice experience overall.,Positive,Medium,satisfaction,Pricing
2025-05-05T13:04:33,"Food was good, service could be faster.",Positive,Low,satisfaction,Waiting Time
2025-05-05T14:10:01,Terrible experience. Waste of money.,Very Negative,Low,anger,Other
2025-05-05T16:02:28,Worst food I've had in a long time.,Very Negative,Low,anger,Waiting Time
2025-05-05T18:57:42,Service was too slow.,Negative,High,frustration,Other
2025-05-05T19:47:42,மீண்டும் வர மாட்டேன்.,Very Negative,Low,frustration,Delivery
2025-05-05T21:19:06,සේවාව බොහෝම අයහපත්.,Negative,Medium,disappointment,Delivery
2025-05-05T21:59:56,"Had a great time, thanks!",Positive,Low,joy,Delivery
2025-05-05T22:01:24,Worst food I've had in a long time.,Very Negative,Low,disappointment,Customer Service
2025-05-05T23:06:53,Service was too slow.,Negative,Medium,frustration,Customer Service
2025-05-05T23:14:47,Worst food I've had in a long time.,Very Negative,High,disappointment,Other
2025-05-05T23:17:36,Food was cold on arrival.,Negative,Low,disappointment,Waiting Time
2025-05-05T23:31:04,It was okay.,Neutral,Low,calm,Delivery
2025-05-05T23:45:21,மீண்டும் வர மாட்டேன்.,Very Negative,Low,frustration,Delivery
2025-05-06T00:10:17,Terrible experience. Waste of money.,Very Negative,Low,anger,Food Quality
2025-05-06T01:04:05,Worst food I've had in a long time.,Very Negative,Medium,frustration,Cleanliness
2025-05-06T01:12:24,மிகுந்த எதிர்பார்ப்பில்லை.,Negative,Low,disappointment,Other
2025-05-06T02:24:15,Average experience.,Neutral,Low,calm,Cleanliness
2025-05-06T04:10:58,Nice experience overall.,Positive,Medium,joy,Customer Service
2025-05-06T05:01:18,Worst food I've had in a long time.,Very Negative,Medium,frustration,Delivery
2025-05-06T05:03:14,සේවාව බොහෝම අයහපත්.,Negative,Low,frustration,Other
2025-05-06T07:00:29,Food was cold on arrival.,Negative,Low,disappointment,Waiting Time
2025-05-06T08:09:12,Worst food I've had in a long time.,Very Negative,Low,disappointment,Pricing
2025-05-06T08:34:24,It was okay.,Neutral,High,calm,Waiting Time
2025-05-06T08:57:43,Service was too slow.,Negative,Medium,frustration,Takeaway Issues
2025-05-06T14:05:51,Very disappointed with the service.,Very Negative,Medium,frustration,Cleanliness
2025-05-06T14:15:10,விசேஷம் எதுவும் இல்லை.,Neutral,Low,calm,Customer Service
2025-05-06T16:34:04,Very disappointed with the service.,Very Negative,Low,anger,Food Quality
2025-05-06T18:24:35,Service was too slow.,Negative,Low,frustration,Waiting Time
2025-05-06T18:59:37,Worst food I've had in a long time.,Very Negative,Low,disappointment,Cleanliness
2025-05-06T19:35:35,Average experience.,Neutral,Medium,indifference,Waiting Time
2025-05-06T22:05:00,Terrible experience. Waste of money.,Very Negative,Low,disappointment,Pricing
2025-05-06T23:21:26,නැවතත් එන්නෙ නෑ.,Very Negative,Medium,frustration,Customer Service
2025-05-07T00:07:38,பணம் வீணாகிவிட்டது.,Very Negative,High,frustration,Cleanliness
2025-05-07T00:14:39,සේවාව බොහෝම අයහපත්.,Negative,Low,frustration,Takeaway Issues
2025-05-07T03:21:31,Nothing special to mention.,Neutral,Medium,calm,Takeaway Issues
2025-05-07T06:16:56,Not what I expected.,Negative,High,frustration,Cleanliness
2025-05-07T08:12:17,Service was too slow.,Negative,Medium,frustration,Other
2025-05-07T08:14:00,Food was cold on arrival.,Negative,Medium,disappointment,Customer Service
2025-05-07T10:51:26,ආහාරය අඳුරු වුණා.,Negative,High,disappointment,Other
2025-05-07T11:29:09,மிகுந்த எதிர்பார்ப்பில்லை.,Negative,Medium,frustration,Takeaway Issues
2025-05-07T11:40:41,மீண்டும் வர மாட்டேன்.,Very Negative,Low,frustration,Takeaway Issues
2025-05-07T12:25:22,Terrible experience. Waste of money.,Very Negative,Medium,frustration,Delivery
2025-05-07T12:36:38,Terrible experience. Waste of money.,Very Negative,Medium,frustration,Cleanliness
2025-05-07T13:23:30,මට බරපතල කණගාටුවක් තියෙනවා.,Very Negative,Low,disappointment,Delivery
2025-05-07T13:45:16,Terrible experience. Waste of money.,Very Negative,Low,anger,Food Quality
2025-05-07T18:41:45,Worst food I've had in a long time.,Very Negative,Medium,anger,Pricing
2025-05-07T18:59:46,ආහාරය අඳුරු වුණා.,Negative,Low,frustration,Delivery
2025-05-07T19:14:44,මට බරපතල කණගාටුවක් තියෙනවා.,Very Negative,Low,disappointment,Waiting Time
2025-05-07T21:29:33,Service was too slow.,Negative,Medium,frustration,Food Quality
2025-05-08T01:49:22,නරකම අත්දැකීමක්.,Very Negative,Low,frustration,Cleanliness
2025-05-08T04:28:57,Worst food I've had in a long time.,Very Negative,Medium,disappointment,Takeaway Issues
2025-05-08T07:15:17,Service was too slow.,Negative,High,disappointment,Takeaway Issues
2025-05-08T08:33:18,බලා සිටිම වැඩියි.,Negative,Low,disappointment,Other
2025-05-08T10:13:37,Terrible experience. Waste of money.,Very Negative,Low,frustration,Cleanliness
2025-05-08T10:14:02,விசேஷம் எதுவும் இல்லை.,Neutral,Low,calm,Food Quality
2025-05-08T11:28:25,Not what I expected.,Negative,Low,frustration,Food Quality
2025-05-08T13:02:52,"ආහාරය රසයි, සේවාව තව හොඳ වෙන්න පුළුවන්.",Positive,Low,joy,Waiting Time
2025-05-08T13:18:21,Very disappointed with the service.,Very Negative,High,frustration,Food Quality
2025-05-08T13:54:00,"Had a great time, thanks!",Positive,Medium,joy,Pricing
2025-05-08T15:48:11,Worst food I've had in a long time.,Very Negative,Medium,disappointment,Cleanliness
2025-05-08T18:11:44,Not what I expected.,Negative,Low,disappointment,Customer Service
2025-05-08T19:36:53,Very disappointed with the service.,Very Negative,Medium,disappointment,Takeaway Issues
2025-05-08T19:48:51,Very disappointed with the service.,Very Negative,Low,anger,Cleanliness
2025-05-08T20:06:44,Nothing special to mention.,Neutral,Low,indifference,Pricing
2025-05-08T20:12:30,Very disappointed with the service.,Very Negative,Medium,anger,Waiting Time
2025-05-08T20:21:54,"Food was good, service could be faster.",Positive,Medium,joy,Food Quality
2025-05-08T20:39:48,Very disappointed with the service.,Very Negative,High,disappointment,Customer Service
2025-05-08T22:04:22,නරකම අත්දැකීමක්.,Very Negative,Medium,frustration,Waiting Time
2025-05-08T23:09:18,மீண்டும் வர மாட்டேன்.,Very Negative,Medium,anger,Customer Service
2025-05-09T02:43:14,Very disappointed with the service.,Very Negative,Low,frustration,Takeaway Issues
2025-05-09T05:04:57,නැවතත් එන්නෙ නෑ.,Very Negative,High,disappointment,Waiting Time
2025-05-09T05:30:25,නැවතත් එන්නෙ නෑ.,Very Negative,Medium,anger,Delivery
2025-05-09T06:24:22,Food was cold on arrival.,Negative,Low,disappointment,Takeaway Issues
2025-05-09T06:26:37,Average experience.,Neutral,Medium,calm,Food Quality
2025-05-09T07:32:11,Nothing special to mention.,Neutral,Low,indifference,Waiting Time
2025-05-09T08:03:08,මට බරපතල කණගාටුවක් තියෙනවා.,Very Negative,High,disappointment,Customer Service
2025-05-09T08:38:32,It was okay.,Neutral,Low,indifference,Cleanliness
2025-05-09T09:11:12,Very disappointed with the service.,Very Negative,Low,frustration,Delivery
2025-05-09T10:24:27,Worst food I've had in a long time.,Very Negative,Low,anger,Cleanliness
2025-05-09T11:12:16,නරකම අත්දැකීමක්.,Very Negative,Low,frustration,Waiting Time
2025-05-09T11:15:15,"Had a great time, thanks!",Positive,High,satisfaction,Takeaway Issues
2025-05-09T15:34:38,Terrible experience. Waste of money.,Very Negative,Medium,anger,Delivery
2025-05-09T15:56:37,Service was too slow.,Negative,Low,frustration,Food Quality
2025-05-09T16:29:00,Food was cold on arrival.,Negative,Low,disappointment,Other
2025-05-09T16:35:38,Nice experience overall.,Positive,Low,satisfaction,Cleanliness
2025-05-09T16:36:42,Very disappointed with the service.,Very Negative,Medium,anger,Customer Service
2025-05-09T16:58:48,Food was cold on arrival.,Negative,Medium,disappointment,Other
2025-05-09T18:34:14,ආහාරය අඳුරු වුණා.,Negative,Medium,frustration,Other
2025-05-09T21:52:00,Average experience.,Neutral,Low,calm,Other
2025-05-10T00:22:03,මට බරපතල කණගාටුවක් තියෙනවා.,Very Negative,Low,frustration,Food Quality
2025-05-10T00:54:45,බැරි ආයෙත් එන්න කියන්න.,Neutral,High,calm,Delivery
2025-05-10T07:29:22,உணவு குளிர்ந்திருந்தது.,Negative,Low,disappointment,Takeaway Issues
2025-05-10T09:16:20,ආහාරය අඳුරු වුණා.,Negative,Low,frustration,Pricing
2025-05-10T09:35:16,"Had a great time, thanks!",Positive,Low,satisfaction,Other
2025-05-10T10:44:31,Very disappointed with the service.,Very Negative,High,disappointment,Other
2025-05-10T10:57:15,Worst food I've had in a long time.,Very Negative,High,frustration,Pricing
2025-05-10T11:13:30,Very disappointed with the service.,Very Negative,Low,frustration,Pricing
2025-05-10T12:13:33,பணம் வீணாகிவிட்டது.,Very Negative,Medium,disappointment,Delivery
2025-05-10T12:16:42,Not what I expected.,Negative,Low,frustration,Pricing
2025-05-10T12:42:54,Terrible experience. Waste of money.,Very Negative,High,anger,Other
2025-05-10T14:11:26,Average experience.,Neutral,Low,indifference,Customer Service
2025-05-10T16:05:12,Average experience.,Neutral,Low,indifference,Other
2025-05-10T17:37:40,Not what I expected.,Negative,Medium,frustration,Customer Service
2025-05-10T17:52:25,Average experience.,Neutral,Low,indifference,Customer Service
2025-05-10T18:01:28,சராசரி அனுபவம்.,Neutral,Low,indifference,Pricing
2025-05-10T18:14:42,Worst food I've had in a long time.,Very Negative,Medium,anger,Customer Service
2025-05-10T18:37:08,Terrible experience. Waste of money.,Very Negative,Low,anger,Food Quality
2025-05-10T21:57:04,மிக மோசமான சேவை.,Negative,Low,disappointment,Customer Service
2025-05-10T22:49:18,Terrible experience. Waste of money.,Very Negative,Low,frustration,Cleanliness
2025-05-11T00:26:47,නරකම අත්දැකීමක්.,Very Negative,Low,disappointment,Customer Service
2025-05-11T00:28:43,මට බරපතල කණගාටුවක් තියෙනවා.,Very Negative,Low,frustration,Pricing
2025-05-11T01:01:10,Worst food I've had in a long time.,Very Negative,High,disappointment,Customer Service
2025-05-11T01:17:28,Not what I expected.,Negative,Low,frustration,Pricing
2025-05-11T02:11:42,Not what I expected.,Negative,Medium,frustration,Customer Service
2025-05-11T02:32:42,Terrible experience. Waste of money.,Very Negative,Low,disappointment,Pricing
2025-05-11T02:36:04,Nice experience overall.,Positive,Low,satisfaction,Delivery
2025-05-11T02:52:06,හොඳ ආහාරයක් තිබුණා.,Positive,High,satisfaction,Food Quality
2025-05-11T03:06:17,Worst food I've had in a long time.,Very Negative,Low,frustration,Takeaway Issues
2025-05-11T04:19:45,Very disappointed with the service.,Very Negative,Medium,frustration,Delivery
2025-05-11T05:26:28,Food was cold on arrival.,Negative,High,frustration,Takeaway Issues
2025-05-11T06:17:37,Service was too slow.,Negative,Medium,disappointment,Other
2025-05-11T07:13:44,Nice experience overall.,Positive,Medium,satisfaction,Takeaway Issues
2025-05-11T09:31:54,Terrible experience. Waste of money.,Very Negative,Low,anger,Delivery
2025-05-11T11:40:50,Average experience.,Neutral,Low,calm,Delivery
2025-05-11T12:13:29,Food was cold on arrival.,Negative,Medium,frustration,Delivery
2025-05-11T12:53:26,Very disappointed with the service.,Very Negative,Low,frustration,Customer Service
2025-05-11T15:23:42,Terrible experience. Waste of money.,Very Negative,Medium,disappointment,Other
2025-05-11T16:12:23,Very disappointed with the service.,Very Negative,High,disappointment,Delivery
2025-05-11T16:59:43,Very disappointed with the service.,Very Negative,Low,frustration,Food Quality
2025-05-11T17:32:12,Very disappointed with the service.,Very Negative,Medium,frustration,Delivery
2025-05-11T18:51:22,Terrible experience. Waste of money.,Very Negative,Medium,anger,Waiting Time
2025-05-11T19:20:18,Very disappointed with the service.,Very Negative,Medium,disappointment,Waiting Time
2025-05-11T19:23:46,Food was cold on arrival.,Negative,Low,frustration,Takeaway Issues
2025-05-11T19:47:40,It was okay.,Neutral,Low,indifference,Delivery
2025-05-11T20:45:26,Nice experience overall.,Positive,Low,satisfaction,Customer Service
2025-05-11T22:20:56,Nothing special to mention.,Neutral,Medium,indifference,Other
2025-05-12T00:08:41,නරකම අත්දැකීමක්.,Very Negative,Low,frustration,Takeaway Issues
2025-05-12T02:34:06,மிக மோசமான சேவை.,Negative,Low,frustration,Pricing
2025-05-12T02:50:24,Not what I expected.,Negative,Medium,disappointment,Cleanliness
2025-05-12T05:02:00,Not what I expected.,Negative,Low,frustration,Food Quality
2025-05-12T06:08:53,Service was too slow.,Negative,Medium,frustration,Pricing
2025-05-12T08:08:24,නැවතත් එන්නෙ නෑ.,Very Negative,Medium,frustration,Food Quality
2025-05-12T08:23:26,மிக மோசமான அனுபவம்.,Very Negative,High,frustration,Cleanliness
2025-05-12T08:50:05,Not what I expected.,Negative,High,frustration,Waiting Time
2025-05-12T09:25:23,"சரி தான், ஆனால் சிறிது மேம்பாடு தேவை.",Positive,High,satisfaction,Pricing
2025-05-12T10:17:16,Average experience.,Neutral,Medium,indifference,Takeaway Issues
2025-05-12T10:26:10,නැවතත් එන්නෙ නෑ.,Very Negative,Low,disappointment,Delivery
2025-05-12T12:29:17,Terrible experience. Waste of money.,Very Negative,Low,anger,Other
2025-05-12T16:00:22,Very disappointed with the service.,Very Negative,Low,frustration,Cleanliness
2025-05-12T18:04:47,Food was cold on arrival.,Negative,Medium,frustration,Takeaway Issues
2025-05-12T18:14:03,"ආහාරය රසයි, සේවාව තව හොඳ වෙන්න පුළුවන්.",Positive,Low,satisfaction,Delivery
2025-05-12T18:24:29,மிகுந்த எதிர்பார்ப்பில்லை.,Negative,Low,disappointment,Cleanliness
2025-05-12T20:04:15,Very disappointed with the service.,Very Negative,Low,disappointment,Other
2025-05-12T20:07:09,මට බරපතල කණගාටුවක් තියෙනවා.,Very Negative,Low,anger,Takeaway Issues
2025-05-12T20:10:35,Very disappointed with the service.,Very Negative,Low,anger,Pricing
2025-05-12T20:34:03,බලා සිටිම වැඩියි.,Negative,High,disappointment,Food Quality
2025-05-12T22:14:54,Terrible experience. Waste of money.,Very Negative,Low,frustration,Pricing
2025-05-12T22:20:21,හොඳ ආහාරයක් තිබුණා.,Positive,High,joy,Customer Service
2025-05-12T23:27:57,Not what I expected.,Negative,Medium,frustration,Delivery
2025-05-13T02:15:16,சமிக்ஞை உணவு.,Positive,Low,satisfaction,Other
2025-05-13T02:29:34,Terrible experience. Waste of money.,Very Negative,Medium,frustration,Cleanliness
2025-05-13T02:32:04,"Had a great time, thanks!",Positive,Low,joy,Takeaway Issues
2025-05-13T03:41:49,මට බරපතල කණගාටුවක් තියෙනවා.,Very Negative,Medium,frustration,Takeaway Issues
2025-05-13T04:13:47,ආහාරය අඳුරු වුණා.,Negative,Low,disappointment,Delivery
2025-05-13T05:15:42,Worst food I've had in a long time.,Very Negative,Medium,disappointment,Customer Service
2025-05-13T05:37:41,Service was too slow.,Negative,High,disappointment,Takeaway Issues
2025-05-13T07:43:24,Nice experience overall.,Positive,Low,joy,Other
2025-05-13T07:53:19,சமிக்ஞை உணவு.,Positive,Low,joy,Customer Service
2025-05-13T08:10:05,නැවතත් එන්නෙ නෑ.,Very Negative,Medium,disappointment,Takeaway Issues
2025-05-13T09:42:21,Worst food I've had in a long time.,Very Negative,Medium,anger,Pricing
2025-05-13T10:54:55,බලා සිටිම වැඩියි.,Negative,Medium,disappointment,Customer Service
2025-05-13T11:27:35,"Food was good, service could be faster.",Positive,Medium,satisfaction,Cleanliness
2025-05-13T11:32:43,Very disappointed with the service.,Very Negative,Low,disappointment,Pricing
2025-05-13T14:56:36,"Food was good, service could be faster.",Positive,Medium,satisfaction,Other
2025-05-13T17:15:28,Food was cold on arrival.,Negative,Medium,frustration,Delivery
2025-05-13T17:34:37,Nothing special to mention.,Neutral,Medium,calm,Customer Service
2025-05-13T19:31:53,மீண்டும் வர மாட்டேன்.,Very Negative,Medium,frustration,Takeaway Issues
2025-05-13T19:46:25,Average experience.,Neutral,Medium,indifference,Customer Service
2025-05-13T20:06:37,Terrible experience. Waste of money.,Very Negative,Low,disappointment,Pricing
2025-05-13T21:57:55,Service was too slow.,Negative,Low,disappointment,Other
2025-05-13T23:13:16,சமிக்ஞை உணவு.,Positive,Low,satisfaction,Delivery
2025-05-14T00:10:38,Terrible experience. Waste of money.,Very Negative,Medium,frustration,Takeaway Issues
2025-05-14T00:20:00,Terrible experience. Waste of money.,Very Negative,Low,anger,Waiting Time
2025-05-14T00:31:44,Food was cold on arrival.,Negative,Low,frustration,Food Quality
2025-05-14T01:11:18,Very disappointed with the service.,Very Negative,High,disappointment,Takeaway Issues
2025-05-14T01:56:45,Food was cold on arrival.,Negative,Medium,disappointment,Customer Service
2025-05-14T02:00:09,சமிக்ஞை உணவு.,Positive,Low,satisfaction,Food Quality
2025-05-14T04:44:10,Nice experience overall.,Positive,Low,joy,Food Quality
2025-05-14T05:03:40,"Had a great time, thanks!",Positive,Low,joy,Cleanliness
2025-05-14T06:42:34,"Had a great time, thanks!",Positive,Medium,satisfaction,Waiting Time
2025-05-14T07:16:18,Terrible experience. Waste of money.,Very Negative,Low,disappointment,Delivery
2025-05-14T08:35:51,බලා සිටිම වැඩියි.,Negative,High,disappointment,Cleanliness
2025-05-14T09:27:20,Not what I expected.,Negative,High,disappointment,Waiting Time
2025-05-14T09:35:19,නැවතත් එන්නෙ නෑ.,Very Negative,Medium,disappointment,Other
2025-05-14T10:49:20,Terrible experience. Waste of money.,Very Negative,Medium,anger,Customer Service
2025-05-14T14:54:46,Worst food I've had in a long time.,Very Negative,Low,anger,Food Quality
2025-05-14T15:26:22,Very disappointed with the service.,Very Negative,Medium,disappointment,Customer Service
2025-05-14T17:27:58,නැවතත් එන්නෙ නෑ.,Very Negative,Low,anger,Takeaway Issues
2025-05-14T18:52:55,මට බරපතල කණගාටුවක් තියෙනවා.,Very Negative,Low,anger,Waiting Time
2025-05-14T19:52:39,Very disappointed with the service.,Very Negative,Medium,disappointment,Waiting Time
2025-05-14T20:45:44,Not what I expected.,Negative,Low,disappointment,Takeaway Issues
2025-05-14T20:55:02,ආහාරය අඳුරු වුණා.,Negative,High,frustration,Customer Service
2025-05-14T21:45:08,Worst food I've had in a long time.,Very Negative,Medium,anger,Other
2025-05-14T23:34:56,Average experience.,Neutral,Medium,indifference,Food Quality
2025-05-15T00:25:02,"Had a great time, thanks!",Positive,Low,joy,Cleanliness
2025-05-15T01:04:05,Not what I expected.,Negative,Low,disappointment,Cleanliness
2025-05-15T01:20:25,"Had a great time, thanks!",Positive,Low,satisfaction,Food Quality
2025-05-15T01:45:07,Terrible experience. Waste of money.,Very Negative,Medium,disappointment,Waiting Time
2025-05-15T04:03:59,Terrible experience. Waste of money.,Very Negative,Low,disappointment,Customer Service
2025-05-15T05:29:17,Very disappointed with the service.,Very Negative,Low,frustration,Delivery
2025-05-15T05:53:09,It was okay.,Neutral,Low,calm,Delivery
2025-05-15T06:08:20,Terrible experience. Waste of money.,Very Negative,Low,disappointment,Customer Service
2025-05-15T06:59:49,Very disappointed with the service.,Very Negative,Low,frustration,Pricing
2025-05-15T07:21:23,නැවතත් එන්නෙ නෑ.,Very Negative,Low,disappointment,Other
2025-05-15T07:43:35,மிகுந்த எதிர்பார்ப்பில்லை.,Negative,High,frustration,Cleanliness
2025-05-15T07:44:19,එකලස් කමක් නෑ.,Neutral,Low,calm,Cleanliness
2025-05-15T08:08:16,"Had a great time, thanks!",Positive,Low,satisfaction,Customer Service
2025-05-15T08:58:17,Worst food I've had in a long time.,Very Negative,High,anger,Customer Service
2025-05-15T10:06:52,Service was too slow.,Negative,Medium,disappointment,Other
2025-05-15T12:42:09,Very disappointed with the service.,Very Negative,High,anger,Takeaway Issues
2025-05-15T13:08:58,Worst food I've had in a long time.,Very Negative,High,disappointment,Food Quality
2025-05-15T17:38:10,Very disappointed with the service.,Very Negative,Low,frustration,Pricing
2025-05-15T18:36:27,එකලස් කමක් නෑ.,Neutral,Medium,indifference,Other
2025-05-15T19:17:17,மிகுந்த எதிர்பார்ப்பில்லை.,Negative,Medium,frustration,Food Quality
2025-05-15T19:32:33,නරකම අත්දැකීමක්.,Very Negative,Low,disappointment,Delivery
2025-05-15T23:34:28,Very disappointed with the service.,Very Negative,Low,disappointment,Takeaway Issues
2025-05-16T02:32:10,මට බරපතල කණගාටුවක් තියෙනවා.,Very Negative,High,anger,Takeaway Issues
2025-05-16T03:20:13,Not what I expected.,Negative,Low,disappointment,Takeaway Issues
2025-05-16T06:02:07,Nothing special to mention.,Neutral,Medium,calm,Food Quality
2025-05-16T06:23:09,Food was cold on arrival.,Negative,Low,frustration,Delivery
2025-05-16T06:33:23,சமிக்ஞை உணவு.,Positive,High,joy,Cleanliness
2025-05-16T06:35:32,Service was too slow.,Negative,Low,disappointment,Other
2025-05-16T08:12:46,Terrible experience. Waste of money.,Very Negative,Low,anger,Other
2025-05-16T09:56:48,Terrible experience. Waste of money.,Very Negative,Low,disappointment,Takeaway Issues
2025-05-16T10:18:33,மீண்டும் வர மாட்டேன்.,Very Negative,Medium,anger,Waiting Time
2025-05-16T12:30:50,Service was too slow.,Negative,Low,frustration,Delivery
2025-05-16T12:34:35,Terrible experience. Waste of money.,Very Negative,Low,anger,Takeaway Issues
2025-05-16T14:35:08,Food was cold on arrival.,Negative,Medium,frustration,Other
2025-05-16T15:13:46,Not what I expected.,Negative,Low,frustration,Other
2025-05-16T15:18:53,Worst food I've had in a long time.,Very Negative,Low,frustration,Food Quality
2025-05-16T15:41:26,Food was cold on arrival.,Negative,Low,disappointment,Pricing
2025-05-16T16:14:34,නැවතත් එන්නෙ නෑ.,Very Negative,Low,anger,Pricing
2025-05-16T19:40:42,Service was too slow.,Negative,Low,frustration,Waiting Time
2025-05-16T19:50:04,Service was too slow.,Negative,Low,frustration,Takeaway Issues
2025-05-16T20:15:49,பணம் வீணாகிவிட்டது.,Very Negative,Medium,disappointment,Other
2025-05-16T22:55:36,Not what I expected.,Negative,Medium,frustration,Waiting Time
2025-05-16T23:42:13,It was okay.,Neutral,Medium,calm,Waiting Time
2025-05-16T23:48:13,නරකම අත්දැකීමක්.,Very Negative,Low,frustration,Cleanliness
2025-05-17T03:59:16,Worst food I've had in a long time.,Very Negative,Medium,disappointment,Takeaway Issues
2025-05-17T04:46:32,මට බරපතල කණගාටුවක් තියෙනවා.,Very Negative,Medium,frustration,Other
2025-05-17T05:36:17,Not what I expected.,Negative,High,frustration,Cleanliness
2025-05-17T07:19:58,මට බරපතල කණගාටුවක් තියෙනවා.,Very Negative,Low,disappointment,Other
2025-05-17T07:41:36,"Had a great time, thanks!",Positive,High,joy,Takeaway Issues
2025-05-17T07:58:26,Terrible experience. Waste of money.,Very Negative,Low,frustration,Takeaway Issues
2025-05-17T08:28:14,Terrible experience. Waste of money.,Very Negative,High,anger,Other
